id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
67969887,,20000.0,20000.0,20000.0, 60 months,10.64,431.27,B,B4,Legal assistant,3 years,MORTGAGE,93875.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67969887,,credit_card,Credit card refinancing,103xx,NY,10.29,1.0,Feb-2004,685.0,689.0,0.0,23.0,,11.0,0.0,3915.0,38.8,30.0,w,0.0,0.0,23725.6781369642,23725.68,20000.0,3704.12,21.56,0.0,0.0,Feb-2018,13462.89,,Mar-2019,659.0,655.0,0.0,,1.0,Individual,,,,0.0,0.0,408583.0,3.0,2.0,2.0,5.0,7.0,15342.0,67.0,3.0,6.0,2801.0,59.0,10100.0,2.0,0.0,3.0,12.0,37144.0,1667.0,67.3,0.0,0.0,142.0,142.0,3.0,3.0,1.0,20.0,,9.0,,0.0,2.0,4.0,2.0,4.0,15.0,8.0,14.0,5.0,11.0,0.0,0.0,0.0,6.0,96.6,50.0,0.0,0.0,423664.0,19257.0,5100.0,22844.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67809532,,16325.0,16325.0,16325.0, 36 months,16.99,581.95,D,D3,Records center specialist,8 years,MORTGAGE,49000.0,Source Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67809532,,debt_consolidation,Debt consolidation,760xx,TX,37.11,0.0,Oct-2008,670.0,674.0,1.0,,,16.0,0.0,19432.0,79.3,25.0,w,0.0,0.0,11758.63,11758.63,7132.06,3359.34,0.0,1267.23,228.1014,Jul-2017,581.95,,Jan-2018,524.0,520.0,0.0,,1.0,Individual,,,,0.0,0.0,39416.0,1.0,3.0,2.0,2.0,4.0,19984.0,45.0,1.0,4.0,2037.0,57.0,24500.0,0.0,0.0,4.0,6.0,2464.0,1756.0,85.8,0.0,0.0,86.0,75.0,7.0,4.0,0.0,7.0,,4.0,,0.0,8.0,13.0,8.0,11.0,8.0,13.0,17.0,13.0,16.0,0.0,0.0,0.0,3.0,100.0,87.5,0.0,0.0,69388.0,39416.0,12400.0,44888.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67346168,,10000.0,10000.0,10000.0, 36 months,5.32,301.15,A,A1,Purchasing and Warehouse Manager,10+ years,RENT,43000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67346168,,credit_card,Credit card refinancing,087xx,NJ,6.03,0.0,Jul-2004,755.0,759.0,0.0,,,5.0,0.0,7992.0,32.5,10.0,w,0.0,0.0,10820.8818175688,10820.88,10000.0,820.88,0.0,0.0,0.0,Jul-2018,1189.34,,Sep-2017,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,7992.0,0.0,0.0,0.0,0.0,78.0,0.0,,0.0,0.0,4840.0,33.0,24600.0,0.0,0.0,0.0,0.0,1598.0,14910.0,32.5,0.0,0.0,115.0,137.0,52.0,52.0,0.0,52.0,,,,0.0,3.0,4.0,4.0,4.0,2.0,5.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,24600.0,7992.0,22100.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67908672,,6000.0,6000.0,6000.0, 36 months,17.57,215.63,D,D4,Prof. Presser,3 years,RENT,20000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67908672,,debt_consolidation,Debt consolidation,187xx,PA,11.52,1.0,Jan-1987,665.0,669.0,1.0,,,4.0,0.0,3925.0,77.0,6.0,w,0.0,0.0,6133.58,6133.58,6000.0,133.58,0.0,0.0,0.0,Jan-2016,6139.44,,Aug-2018,594.0,590.0,1.0,6.0,1.0,Individual,,,,0.0,0.0,9983.0,1.0,1.0,0.0,1.0,16.0,6058.0,99.0,2.0,3.0,2407.0,77.0,5100.0,1.0,0.0,4.0,4.0,2495.0,1700.0,77.0,0.0,0.0,347.0,13.0,5.0,5.0,1.0,5.0,,6.0,,0.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,,0.0,1.0,2.0,100.0,66.7,0.0,0.0,11196.0,9983.0,5100.0,6096.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67828325,,9125.0,9125.0,9125.0, 36 months,14.48,314.01,C,C5,Quality assurance coordinator,1 year,MORTGAGE,42000.0,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67828325,,medical,Medical expenses,850xx,AZ,22.29,1.0,Mar-1990,670.0,674.0,1.0,,67.0,8.0,1.0,2911.0,22.0,29.0,f,0.0,0.0,9429.569999062,9429.57,9125.0,304.57,0.0,0.0,0.0,Mar-2016,8819.9,,Mar-2016,679.0,675.0,1.0,3.0,1.0,Individual,,,,0.0,200.0,278443.0,2.0,2.0,1.0,2.0,3.0,29932.0,94.0,0.0,2.0,1219.0,22.0,12953.0,0.0,0.0,3.0,5.0,34805.0,1513.0,48.0,0.0,0.0,135.0,309.0,20.0,3.0,2.0,20.0,,3.0,,0.0,4.0,5.0,9.0,10.0,15.0,5.0,13.0,4.0,8.0,,0.0,1.0,2.0,86.0,25.0,1.0,0.0,292139.0,32843.0,6050.0,31751.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67778143,,14400.0,14400.0,14400.0, 60 months,18.2,367.24,E,E1,electromech technician,9 years,RENT,78000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67778143,,debt_consolidation,Debt consolidation,328xx,FL,3.03,0.0,Sep-1999,670.0,674.0,0.0,70.0,,6.0,0.0,3992.0,18.3,11.0,w,0.0,0.0,15253.84,15253.84,14400.0,853.84,0.0,0.0,0.0,Apr-2016,14166.68,,Apr-2016,709.0,705.0,1.0,,1.0,Individual,,,,0.0,1907.0,3992.0,2.0,0.0,0.0,0.0,103.0,0.0,,4.0,4.0,627.0,18.0,23200.0,2.0,0.0,3.0,4.0,665.0,7708.0,10.4,0.0,0.0,123.0,195.0,1.0,1.0,0.0,3.0,,4.0,,0.0,3.0,5.0,3.0,3.0,3.0,6.0,7.0,5.0,6.0,0.0,0.0,0.0,4.0,90.0,0.0,0.0,0.0,23200.0,3992.0,8600.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67676080,,5000.0,5000.0,5000.0, 36 months,11.22,164.22,B,B5,Childcare Director,1 year,RENT,22000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67676080,,debt_consolidation,Debt consolidation,427xx,KY,9.49,0.0,Aug-2004,665.0,669.0,2.0,,106.0,7.0,1.0,3390.0,78.8,17.0,w,0.0,0.0,5788.275208921999,5788.28,5000.0,788.28,0.0,0.0,0.0,Nov-2017,2172.33,,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,47789.0,1.0,4.0,0.0,0.0,40.0,44399.0,97.0,1.0,1.0,1470.0,96.0,4300.0,0.0,0.0,2.0,1.0,6827.0,100.0,95.7,0.0,0.0,136.0,61.0,2.0,2.0,0.0,50.0,,2.0,,0.0,2.0,3.0,2.0,2.0,14.0,3.0,3.0,3.0,7.0,0.0,0.0,0.0,1.0,100.0,100.0,1.0,0.0,49868.0,47789.0,2300.0,45568.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67339352,,14400.0,14400.0,14400.0, 60 months,8.38,294.61,B,B1,Loan Officer,< 1 year,MORTGAGE,60000.0,Source Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67339352,,credit_card,Credit card refinancing,712xx,LA,24.24,0.0,Sep-2002,690.0,694.0,0.0,57.0,,18.0,0.0,16391.0,42.4,46.0,w,5735.71,5735.71,11495.28,11495.28,8664.29,2830.99,0.0,0.0,0.0,Mar-2019,294.61,Apr-2019,Mar-2019,744.0,740.0,0.0,,1.0,Individual,,,,0.0,0.0,300806.0,2.0,5.0,1.0,1.0,2.0,123453.0,109.0,3.0,5.0,7031.0,83.0,38700.0,2.0,0.0,4.0,8.0,16711.0,16881.0,41.8,0.0,0.0,159.0,113.0,9.0,2.0,2.0,11.0,,2.0,,0.0,7.0,9.0,8.0,10.0,28.0,12.0,16.0,9.0,18.0,0.0,0.0,0.0,5.0,97.7,0.0,0.0,0.0,308885.0,139844.0,29000.0,108567.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67745397,,3000.0,3000.0,3000.0, 36 months,9.17,95.64,B,B2,,,MORTGAGE,34486.0,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67745397,,other,Other,992xx,WA,22.83,0.0,Aug-1987,750.0,754.0,0.0,78.0,,6.0,0.0,1956.0,10.7,29.0,w,0.0,0.0,3364.5825852297,3364.58,3000.0,364.58,0.0,0.0,0.0,Sep-2017,1453.31,,Mar-2019,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,122175.0,0.0,2.0,0.0,1.0,15.0,21482.0,69.0,1.0,1.0,1568.0,47.0,18200.0,0.0,1.0,0.0,4.0,20363.0,16244.0,10.7,0.0,0.0,167.0,147.0,11.0,11.0,2.0,11.0,78.0,19.0,78.0,0.0,2.0,2.0,3.0,12.0,8.0,3.0,18.0,2.0,6.0,0.0,0.0,0.0,1.0,86.2,0.0,0.0,0.0,150533.0,23438.0,18200.0,31205.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67418616,,20000.0,20000.0,20000.0, 36 months,11.22,656.86,B,B5,Molder Operator,10+ years,RENT,60000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67418616,,debt_consolidation,Debt consolidation,989xx,WA,24.52,0.0,Sep-1998,690.0,694.0,1.0,,,20.0,0.0,21110.0,54.8,26.0,w,0.0,0.0,23634.489469872,23634.49,20000.0,3634.49,0.0,0.0,0.0,Jan-2019,656.86,,Jan-2019,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,45455.0,0.0,1.0,0.0,1.0,15.0,24345.0,81.0,1.0,7.0,4894.0,66.0,38500.0,0.0,2.0,3.0,8.0,2273.0,553.0,95.8,0.0,0.0,85.0,207.0,11.0,11.0,0.0,19.0,,5.0,,0.0,7.0,14.0,7.0,9.0,3.0,19.0,23.0,15.0,20.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,68618.0,45455.0,13200.0,30118.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67349214,,25000.0,25000.0,25000.0, 60 months,13.18,571.14,C,C3,Manager,7 years,MORTGAGE,75000.0,Source Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67349214,,debt_consolidation,Debt consolidation,451xx,OH,38.72,0.0,Mar-1994,735.0,739.0,0.0,,,16.0,0.0,66128.0,46.1,27.0,w,10658.81,10658.81,22237.85,22237.85,14341.19,7896.66,0.0,0.0,0.0,Mar-2019,571.14,Apr-2019,Mar-2019,769.0,765.0,0.0,,1.0,Individual,,,,0.0,0.0,243067.0,2.0,4.0,1.0,4.0,10.0,77884.0,89.0,2.0,3.0,36387.0,71.0,103500.0,1.0,5.0,2.0,7.0,16204.0,25447.0,54.3,0.0,0.0,147.0,261.0,2.0,2.0,2.0,3.0,,10.0,,0.0,3.0,5.0,4.0,6.0,11.0,11.0,14.0,5.0,16.0,0.0,0.0,0.0,3.0,100.0,75.0,0.0,0.0,319175.0,144012.0,89000.0,87175.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
