1500.0,2011-02-17,other,548.0,0.31%,560xx,MN,10+ years,0.0
3500.0,2011-02-22,credit_card,639.0,15.38%,907xx,CA,< 1 year,0.0
12000.0,2011-02-22,car,704.0,31.15%,920xx,CA,< 1 year,0.0
1500.0,2011-02-27,other,0.0,254.4%,954xx,CA,8 years,0.0
1500.0,2011-03-06,other,0.0,0%,290xx,SC,5 years,0.0
1500.0,2011-03-07,other,598.0,188.5%,600xx,IL,9 years,0.0
15000.0,2011-03-08,debt_consolidation,728.0,31.75%,782xx,TX,< 1 year,0.0
1500.0,2011-03-12,other,473.0,92.76%,840xx,UT,2 years,0.0
20000.0,2011-03-15,debt_consolidation,615.0,22.02%,913xx,CA,< 1 year,0.0
20000.0,2011-03-23,debt_consolidation,650.0,20.09%,902xx,CA,< 1 year,0.0
35000.0,2011-03-25,small_business,591.0,6.24%,646xx,MO,< 1 year,0.0
6000.0,2011-03-30,debt_consolidation,651.0,13.35%,920xx,CA,< 1 year,0.0
6000.0,2011-03-30,loan,715.0,1.1%,212xx,MD,< 1 year,0.0
20000.0,2011-04-05,debt_consolidation,655.0,33.94%,773xx,TX,< 1 year,0.0
30000.0,2011-04-11,other,727.0,35.96%,251xx,WV,10+ years,0.0
5000.0,2011-04-19,credit_card,611.0,18.56%,895xx,NV,< 1 year,0.0
1000.0,2011-04-20,debt_consolidation,556.0,26%,179xx,PA,< 1 year,0.0
30000.0,2011-04-23,car,631.0,1.82%,923xx,CA,< 1 year,0.0
15000.0,2011-04-27,other,602.0,26.78%,074xx,NJ,< 1 year,0.0
35000.0,2011-04-28,house,738.0,12.38%,925xx,CA,< 1 year,0.0
1500.0,2011-05-02,debt_consolidation,556.0,8.55%,633xx,MO,< 1 year,0.0
10000.0,2011-05-07,small_business,0.0,-1%,201xx,VA,< 1 year,0.0
1000.0,2011-05-16,small_business,0.0,-1%,903xx,CO,< 1 year,0.0
1000.0,2011-05-25,debt_consolidation,536.0,0%,337xx,FL,< 1 year,0.0
15000.0,2011-06-06,debt_consolidation,611.0,14.21%,900xx,CA,< 1 year,0.0
2900.0,2011-06-13,Moving,773.0,19.15%,752xx,TX,1 year,0.0
25000.0,2011-06-21,Consolidate,808.0,0.19%,114xx,NY,7 years,0.0
5000.0,2011-07-09,other,646.0,8.38%,029xx,RI,< 1 year,0.0
18000.0,2011-07-26,credit_card,696.0,25.79%,125xx,NY,< 1 year,0.0
4000.0,2011-08-02,other,662.0,8.58%,913xx,CA,< 1 year,0.0
13000.0,2011-08-06,debt_consolidation,559.0,19.69%,770xx,TX,< 1 year,0.0
20000.0,2011-08-08,debt_consolidation,675.0,25.41%,610xx,IL,< 1 year,0.0
5000.0,2011-08-10,wedding,653.0,25.13%,871xx,NM,< 1 year,0.0
25000.0,2011-08-22,credit_card,0.0,0%,923xx,CA,< 1 year,0.0
2000.0,2011-09-01,car,427.0,24.48%,347xx,FL,< 1 year,0.0
17000.0,2011-09-05,debt_consolidation,715.0,26.17%,144xx,NY,< 1 year,0.0
20000.0,2011-09-12,debt_consolidation,748.0,13.8%,908xx,CA,< 1 year,0.0
10000.0,2011-09-14,debt_consolidation,548.0,5%,420xx,KY,< 1 year,0.0
7500.0,2011-09-14,debt_consolidation,692.0,20.04%,441xx,OH,< 1 year,0.0
5000.0,2011-09-26,small_business,522.0,3.08%,565xx,MN,< 1 year,0.0
10000.0,2011-10-03,home_improvement,615.0,16.09%,331xx,FL,< 1 year,0.0
20000.0,2011-10-04,major_purchase,697.0,8.56%,775xx,TX,< 1 year,0.0
7000.0,2011-10-04,Small Business Loan,704.0,10.58%,922xx,CA,2 years,0.0
10000.0,2011-10-12,major_purchase,642.0,13.77%,112xx,NY,< 1 year,0.0
5000.0,2011-10-14,other,667.0,6.57%,109xx,NY,< 1 year,0.0
20000.0,2011-10-20,home_improvement,0.0,6.55%,360xx,AL,< 1 year,0.0
35000.0,2011-10-27,debt_consolidation,669.0,17.49%,300xx,GA,< 1 year,0.0
22000.0,2011-10-28,credit_card,687.0,37.87%,318xx,GA,< 1 year,0.0
2000.0,2011-10-29,other,601.0,6.17%,853xx,AZ,< 1 year,0.0
5000.0,2011-10-29,small_business,481.0,5.93%,453xx,OH,< 1 year,0.0
25000.0,2011-10-31,home_improvement,594.0,178.3%,068xx,CT,< 1 year,0.0
1000.0,2011-11-04,other,542.0,0%,302xx,GA,< 1 year,0.0
20000.0,2011-11-06,major_purchase,479.0,0.8%,902xx,CA,< 1 year,0.0
2500.0,2011-11-09,debt_consolidation,604.0,2.5%,113xx,NY,< 1 year,0.0
7500.0,2011-11-10,home_improvement,702.0,29.1%,114xx,NY,< 1 year,0.0
20000.0,2011-11-12,small_business,0.0,0.83%,104xx,NY,< 1 year,0.0
10000.0,2011-11-21,debt_consolidation,621.0,24.09%,799xx,TX,< 1 year,0.0
15000.0,2011-11-30,small_business,635.0,19.77%,980xx,WA,< 1 year,0.0
25000.0,2011-12-05,debt_consolidation,709.0,125.28%,980xx,WA,< 1 year,0.0
35000.0,2011-12-08,home_improvement,696.0,60.92%,187xx,PA,< 1 year,0.0
20000.0,2011-12-10,debt_consolidation,702.0,26.4%,325xx,FL,10+ years,0.0
3000.0,2011-12-10,credit_card,686.0,30.6%,982xx,WA,< 1 year,0.0
30000.0,2011-12-15,debt_consolidation,613.0,29.94%,112xx,NY,< 1 year,0.0
2500.0,2011-12-29,wedding,0.0,0%,061xx,CT,< 1 year,0.0
1500.0,2012-01-01,other,633.0,0%,847xx,UT,< 1 year,0.0
7000.0,2012-01-03,car,627.0,0.45%,993xx,WA,< 1 year,0.0
5000.0,2012-01-04,major_purchase,634.0,22200%,104xx,NY,< 1 year,0.0
4000.0,2012-01-06,debt_consolidation,631.0,8.23%,601xx,IL,< 1 year,0.0
2000.0,2012-01-07,moving,553.0,3%,300xx,GA,< 1 year,0.0
3000.0,2012-01-09,moving,652.0,36.94%,609xx,IL,< 1 year,0.0
10000.0,2012-01-11,credit_card,562.0,52.37%,302xx,GA,< 1 year,0.0
35000.0,2012-01-13,debt_consolidation,731.0,51.12%,793xx,TX,< 1 year,0.0
35000.0,2012-01-14,small_business,702.0,3.77%,302xx,GA,< 1 year,0.0
35000.0,2012-01-16,home_improvement,639.0,11.79%,774xx,TX,< 1 year,0.0
7000.0,2012-01-17,debt_consolidation,661.0,2.22%,114xx,NY,< 1 year,0.0
20000.0,2012-01-24,credit_card,763.0,28.28%,908xx,CA,< 1 year,0.0
18975.0,2012-01-29,car,690.0,27.23%,323xx,FL,1 year,0.0
8000.0,2012-01-30,car,0.0,0%,779xx,TX,< 1 year,0.0
8000.0,2012-01-31,debt_consolidation,622.0,46.67%,222xx,VA,< 1 year,0.0
10025.0,2012-02-02,debt_consolidation,675.0,11.57%,302xx,GA,< 1 year,0.0
35000.0,2012-02-02,debt_consolidation,656.0,44.51%,173xx,PA,< 1 year,0.0
10000.0,2012-02-02,other,545.0,32.73%,772xx,TX,< 1 year,0.0
10000.0,2012-02-06,major_purchase,771.0,17.04%,600xx,IL,< 1 year,0.0
10000.0,2012-02-07,debt_consolidation,642.0,56.15%,282xx,NC,< 1 year,0.0
8000.0,2012-02-07,debt_consolidation,617.0,36.83%,912xx,CA,< 1 year,0.0
15000.0,2012-02-08,debt_consolidation,672.0,13.07%,537xx,WI,< 1 year,0.0
15000.0,2012-02-08,debt_consolidation,738.0,38.52%,146xx,NY,< 1 year,0.0
10000.0,2012-02-23,home_improvement,689.0,5.06%,730xx,OK,< 1 year,0.0
35000.0,2012-03-07,Consolidation Loan,714.0,4.08%,600xx,IL,5 years,0.0
6000.0,2012-03-08,credit_card,659.0,122%,457xx,OH,< 1 year,0.0
5500.0,2012-03-11,car,760.0,40.33%,790xx,TX,6 years,0.0
25000.0,2012-03-15,major_purchase,634.0,1070.53%,337xx,FL,< 1 year,0.0
8500.0,2012-03-26,Important Loan,738.0,1%,064xx,CT,,0.0
5000.0,2012-04-01,car,557.0,11.67%,967xx,HI,< 1 year,0.0
15000.0,2012-04-02,small_business,717.0,17.66%,926xx,CA,< 1 year,0.0
10000.0,2012-04-12,car,691.0,59.77%,331xx,FL,< 1 year,0.0
1500.0,2012-04-16,other,655.0,19.54%,774xx,TX,9 years,0.0
10000.0,2012-04-17,debt_consolidation,642.0,17.31%,904xx,CA,< 1 year,0.0
15000.0,2012-04-22,debt_consolidation,496.0,2.4%,072xx,NJ,< 1 year,0.0
4000.0,2012-04-22,other,647.0,21.65%,456xx,OH,< 1 year,0.0
35000.0,2012-05-01,medical,562.0,4.62%,100xx,NY,< 1 year,0.0
5000.0,2012-05-03,home_improvement,574.0,13.12%,850xx,AZ,< 1 year,0.0
30000.0,2012-05-03,other,680.0,39.52%,731xx,OK,< 1 year,0.0
5000.0,2012-05-06,debt_consolidation,610.0,2.27%,891xx,NV,< 1 year,0.0
5000.0,2012-05-07,credit_card,650.0,14.27%,028xx,RI,< 1 year,0.0
15000.0,2012-05-08,other,692.0,5.87%,921xx,CA,< 1 year,0.0
5000.0,2012-05-12,other,626.0,7.92%,112xx,NY,< 1 year,0.0
5000.0,2012-05-12,other,0.0,0%,986xx,WA,< 1 year,0.0
35000.0,2012-05-15,Debt Loan,678.0,22.84%,989xx,WA,,0.0
1500.0,2012-05-19,major_purchase,0.0,0%,405xx,KY,< 1 year,0.0
5000.0,2012-05-23,debt_consolidation,620.0,42.79%,229xx,VA,< 1 year,0.0
35000.0,2012-05-25,other,480.0,5.89%,532xx,WI,< 1 year,0.0
7500.0,2012-05-30,debt_consolidation,569.0,5.69%,356xx,AL,< 1 year,0.0
10000.0,2012-05-30,debt_consolidation,507.0,1.82%,985xx,WA,< 1 year,0.0
12000.0,2012-05-30,car,613.0,2.5%,483xx,MI,4 years,0.0
30000.0,2012-06-03,debt_consolidation,653.0,20.08%,070xx,NJ,< 1 year,0.0
25000.0,2012-06-04,credit_card,510.0,1.66%,234xx,VA,< 1 year,0.0
1000.0,2012-06-05,moving,0.0,64.09%,191xx,PA,< 1 year,0.0
10000.0,2012-06-06,credit_card,641.0,28.73%,494xx,MI,< 1 year,0.0
10000.0,2012-06-06,debt_consolidation,651.0,15.54%,630xx,MO,< 1 year,0.0
35000.0,2012-06-08,Debt consolidation,687.0,31.53%,786xx,TX,8 years,0.0
3500.0,2012-06-09,debt_consolidation,539.0,0%,769xx,TX,< 1 year,0.0
10000.0,2012-06-11,debt_consolidation,697.0,26.1%,752xx,TX,< 1 year,0.0
3000.0,2012-06-13,Business,684.0,5.89%,115xx,NY,10+ years,0.0
12000.0,2012-06-19,home_improvement,657.0,0.95%,648xx,MO,< 1 year,0.0
8000.0,2012-06-19,medical,592.0,2.99%,336xx,FL,< 1 year,0.0
2500.0,2012-06-20,major_purchase,0.0,8%,278xx,NC,< 1 year,0.0
14000.0,2012-06-25,debt_consolidation,566.0,3.26%,253xx,WV,< 1 year,0.0
18000.0,2012-06-26,credit_card,667.0,35.72%,735xx,OK,< 1 year,0.0
33000.0,2012-07-02,house,557.0,2.22%,432xx,OH,< 1 year,0.0
10000.0,2012-07-08,wedding,677.0,8.52%,402xx,KY,< 1 year,0.0
20000.0,2012-07-13,debt_consolidation,691.0,11.32%,015xx,MA,< 1 year,0.0
29000.0,2012-07-13,debt_consolidation,657.0,14.91%,103xx,NY,1 year,0.0
3000.0,2012-07-19,debt_consolidation,627.0,73.7%,480xx,MI,< 1 year,0.0
5000.0,2012-07-20,other,624.0,67.08%,628xx,IL,< 1 year,0.0
2700.0,2012-07-21,moving,483.0,3.13%,541xx,WI,< 1 year,0.0
30000.0,2012-07-25,debt_consolidation,672.0,32.03%,863xx,AZ,< 1 year,0.0
14300.0,2012-07-26,other,590.0,87.39%,212xx,MD,< 1 year,0.0
1500.0,2012-08-09,other,606.0,3.53%,337xx,FL,2 years,0.0
20000.0,2012-08-15,debt_consolidation,715.0,30.56%,241xx,VA,< 1 year,0.0
10000.0,2012-08-16,Moving and relocation,691.0,16.17%,276xx,NC,1 year,0.0
25000.0,2012-08-20,Debt repay,695.0,19.24%,333xx,FL,1 year,0.0
4000.0,2012-08-20,other,650.0,0%,220xx,VA,< 1 year,0.0
8000.0,2012-08-21,debt_consolidation,715.0,17.97%,752xx,TX,< 1 year,0.0
10000.0,2012-08-25,major_purchase,634.0,15.89%,930xx,CA,< 1 year,0.0
14000.0,2012-08-27,major_purchase,625.0,14.4%,208xx,MD,2 years,0.0
7000.0,2012-08-28,debt_consolidation,635.0,18.42%,225xx,VA,< 1 year,0.0
6000.0,2012-08-31,wedding,506.0,0%,303xx,GA,< 1 year,0.0
7600.0,2012-09-10,major_purchase,621.0,29.16%,750xx,TX,< 1 year,0.0
8000.0,2012-09-13,medical,534.0,11.74%,900xx,CA,< 1 year,0.0
12000.0,2012-09-15,debt_consolidation,540.0,26.09%,032xx,NH,< 1 year,0.0
15000.0,2012-09-16,wedding,633.0,40.67%,770xx,TX,< 1 year,0.0
20000.0,2012-09-17,credit_card,626.0,50.72%,296xx,SC,< 1 year,0.0
3000.0,2012-09-17,debt_consolidation,598.0,2.08%,553xx,MN,< 1 year,0.0
5000.0,2012-09-17,vacation,625.0,17.19%,782xx,TX,< 1 year,0.0
6000.0,2012-09-17,car,0.0,0%,775xx,TX,< 1 year,0.0
4000.0,2012-09-20,debt_consolidation,0.0,0%,770xx,TX,< 1 year,0.0
3000.0,2012-09-21,major_purchase,0.0,0%,606xx,IL,< 1 year,0.0
20000.0,2012-09-26,debt_consolidation,637.0,58.18%,216xx,MD,< 1 year,0.0
15000.0,2012-10-01,Debt consolidation,693.0,1.84%,191xx,PA,10+ years,0.0
25000.0,2012-10-05,debt_consolidation,668.0,33.56%,531xx,WI,< 1 year,0.0
5000.0,2012-10-05,home_improvement,560.0,23.65%,103xx,NY,< 1 year,0.0
15000.0,2012-10-05,debt_consolidation,600.0,4.11%,020xx,MA,< 1 year,0.0
30000.0,2012-10-05,other,0.0,1.67%,726xx,AR,< 1 year,0.0
5000.0,2012-10-08,wedding,465.0,13.63%,624xx,IL,< 1 year,0.0
1300.0,2012-10-09,other,564.0,7.06%,770xx,TX,< 1 year,0.0
4500.0,2012-10-10,other,570.0,36.03%,937xx,CA,< 1 year,0.0
35000.0,2012-10-15,moving,626.0,25.83%,235xx,VA,< 1 year,0.0
25000.0,2012-10-18,debt_consolidation,652.0,11.52%,708xx,LA,< 1 year,0.0
20000.0,2012-10-20,Business Expenses  ,693.0,24.36%,611xx,IL,3 years,0.0
23000.0,2012-10-22,debt_consolidation,713.0,46.31%,543xx,WI,,0.0
7000.0,2012-10-22,debt_consolidation,586.0,15.51%,774xx,TX,< 1 year,0.0
25000.0,2012-10-23,debt_consolidation,678.0,79.71%,902xx,CA,< 1 year,0.0
15000.0,2012-10-23,credit_card,600.0,9.11%,283xx,NC,< 1 year,0.0
1500.0,2012-10-26,other,633.0,6.87%,207xx,MD,4 years,0.0
5000.0,2012-10-29,debt_consolidation,594.0,13.89%,921xx,CA,< 1 year,0.0
3500.0,2012-10-31,medical,624.0,32.26%,757xx,TX,< 1 year,0.0
1000.0,2012-11-02,other,0.0,0%,302xx,GA,< 1 year,0.0
20000.0,2012-11-04,credit_card,661.0,41.55%,368xx,AL,< 1 year,0.0
15000.0,2012-11-05,debt_consolidation,649.0,37.36%,625xx,IL,< 1 year,0.0
5000.0,2012-11-05,debt_consolidation,643.0,27.96%,310xx,GA,< 1 year,0.0
15000.0,2012-11-08,debt_consolidation,709.0,44.52%,460xx,IN,< 1 year,0.0
3000.0,2012-11-14,debt_consolidation,651.0,15.66%,750xx,TX,2 years,0.0
4500.0,2012-11-16,small_business,572.0,0.1%,026xx,MA,< 1 year,0.0
20000.0,2012-11-17,debt_consolidation,569.0,0.43%,069xx,CT,< 1 year,0.0
5000.0,2012-11-17,debt_consolidation,629.0,54.9%,958xx,CA,< 1 year,0.0
1300.0,2012-11-17,Truthful,792.0,2.05%,331xx,FL,,0.0
1000.0,2012-11-21,debt_consolidation,0.0,0%,272xx,NC,< 1 year,0.0
3500.0,2012-11-27,home_improvement,783.0,11.12%,310xx,GA,< 1 year,0.0
5000.0,2012-11-27,credit_card,731.0,3%,100xx,NY,< 1 year,0.0
1200.0,2012-11-29,car,489.0,5.01%,128xx,NY,< 1 year,0.0
18700.0,2012-12-04,debt_consolidation,683.0,40.23%,779xx,TX,< 1 year,0.0
6000.0,2012-12-05,debt_consolidation,638.0,42.48%,598xx,MT,< 1 year,0.0
35000.0,2012-12-06,debt_consolidation,712.0,24.76%,902xx,CA,< 1 year,0.0
1000.0,2012-12-11,other,540.0,441.57%,777xx,TX,< 1 year,0.0
1000.0,2012-12-13,other,457.0,5.35%,464xx,IN,< 1 year,0.0
2700.0,2012-12-15,debt_consolidation,0.0,2.76%,300xx,GA,< 1 year,0.0
1000.0,2012-12-16,moving,0.0,0%,921xx,CA,< 1 year,0.0
1000.0,2012-12-16,other,588.0,33.23%,648xx,MO,< 1 year,0.0
10000.0,2012-12-17,other,635.0,1.99%,787xx,TX,< 1 year,0.0
20000.0,2012-12-17,other,656.0,40.73%,194xx,PA,< 1 year,0.0
30000.0,2012-12-18,other,714.0,43.59%,619xx,IL,< 1 year,0.0
15000.0,2012-12-27,debt_consolidation,597.0,37.69%,874xx,NM,< 1 year,0.0
20000.0,2012-12-30,debt_consolidation,638.0,8%,908xx,CA,< 1 year,0.0
15000.0,2016-04-01,major_purchase,,1%,481xx,MI,5 years,0.0
5000.0,2016-04-01,debt_consolidation,,38.34%,281xx,NC,< 1 year,0.0
16000.0,2016-04-01,debt_consolidation,613.0,31.53%,980xx,WA,< 1 year,0.0
5000.0,2016-04-01,other,,8.16%,334xx,FL,5 years,0.0
8000.0,2016-04-02,debt_consolidation,,6.83%,838xx,ID,< 1 year,0.0
25000.0,2016-04-02,credit_card,,-1%,721xx,AR,5 years,0.0
20000.0,2016-04-03,Home improvement,,19.89%,210xx,MD,3 years,0.0
17500.0,2016-04-03,credit_card,,36.87%,347xx,FL,< 1 year,0.0
8000.0,2016-04-03,credit_card,,22.91%,117xx,NY,< 1 year,0.0
200000.0,2016-04-04,Business Loan,,-1%,109xx,NY,< 1 year,0.0
2000.0,2016-04-04,debt_consolidation,,0.11%,356xx,AL,< 1 year,0.0
35000.0,2016-04-04,debt_consolidation,,15.57%,554xx,MN,< 1 year,0.0
5000.0,2016-04-05,debt_consolidation,,0%,360xx,AL,< 1 year,0.0
15000.0,2016-04-05,debt_consolidation,,7.56%,278xx,NC,< 1 year,0.0
2000.0,2016-04-05,debt_consolidation,,18.08%,441xx,OH,< 1 year,0.0
5000.0,2016-04-05,debt_consolidation,,36.8%,750xx,TX,< 1 year,0.0
1125.0,2016-04-05,medical,,31.98%,775xx,TX,< 1 year,0.0
2000.0,2016-04-05,major_purchase,,4.6%,221xx,VA,,0.0
35000.0,2016-04-05,Credit card refinancing,,16.91%,857xx,AZ,10+ years,0.0
9000.0,2016-04-05,credit_card,,30.57%,880xx,NM,< 1 year,0.0
25000.0,2016-04-05,debt_consolidation,,70.77%,266xx,WV,< 1 year,0.0
28000.0,2016-04-05,debt_consolidation,,55.35%,592xx,MT,< 1 year,0.0
5000.0,2016-04-06,car,,95.44%,329xx,FL,< 1 year,0.0
10000.0,2016-04-06,debt_consolidation,,14.4%,301xx,GA,5 years,0.0
12000.0,2016-04-06,Debt consolidation,,32.88%,760xx,TX,2 years,0.0
5000.0,2016-04-06,debt_consolidation,,9.44%,591xx,MT,,0.0
2525.0,2016-04-06,credit_card,,26.38%,952xx,CA,5 years,0.0
5000.0,2016-04-07,debt_consolidation,,48.48%,809xx,CO,,0.0
4000.0,2016-04-07,small_business,,40.88%,430xx,OH,5 years,0.0
15000.0,2016-04-07,home_improvement,,34.4%,405xx,KY,< 1 year,0.0
26000.0,2016-04-08,debt_consolidation,,24.66%,770xx,TX,5 years,0.0
40000.0,2016-04-08,debt_consolidation,653.0,48.16%,010xx,MA,< 1 year,0.0
14000.0,2016-04-08,debt_consolidation,,18.13%,034xx,NH,< 1 year,0.0
50000.0,2016-04-08,Business Loan,,-1%,103xx,NY,< 1 year,0.0
6000.0,2016-04-08,credit_card,646.0,7.44%,972xx,OR,< 1 year,0.0
1000.0,2016-04-09,other,,263.8%,781xx,TX,< 1 year,0.0
13000.0,2016-04-09,debt_consolidation,,21.21%,494xx,MI,< 1 year,0.0
2500.0,2016-04-09,debt_consolidation,,57.54%,541xx,WI,5 years,0.0
15000.0,2016-04-09,Business Loan,,-1%,711xx,LA,< 1 year,0.0
15000.0,2016-04-09,debt_consolidation,,13.87%,337xx,FL,< 1 year,0.0
6000.0,2016-04-09,credit_card,,2.89%,917xx,CA,5 years,0.0
16000.0,2016-04-10,debt_consolidation,,9999%,080xx,NJ,< 1 year,0.0
2500.0,2016-04-10,vacation,,9999%,993xx,WA,< 1 year,0.0
3300.0,2016-04-11,home_improvement,,11.18%,234xx,VA,5 years,0.0
5000.0,2016-04-11,other,,10.51%,540xx,WI,< 1 year,0.0
15000.0,2016-04-11,medical,,24.45%,067xx,CT,< 1 year,0.0
10000.0,2016-04-11,credit_card,,9999%,958xx,CA,< 1 year,0.0
10000.0,2016-04-11,debt_consolidation,,22.05%,882xx,NM,< 1 year,0.0
40000.0,2016-04-11,house,639.0,17.37%,482xx,MI,< 1 year,0.0
20000.0,2016-04-11,debt_consolidation,618.0,37.67%,444xx,OH,< 1 year,0.0
20000.0,2016-04-11,debt_consolidation,576.0,15.71%,489xx,MI,< 1 year,0.0
8000.0,2016-04-11,debt_consolidation,644.0,15.25%,921xx,CA,< 1 year,0.0
8000.0,2016-04-11,other,,7.38%,902xx,CA,< 1 year,0.0
5000.0,2016-04-11,credit_card,,6.45%,700xx,LA,< 1 year,0.0
1800.0,2016-04-11,major_purchase,,0%,725xx,AR,< 1 year,0.0
20000.0,2016-04-12,Debt consolidation,,14.71%,898xx,NV,2 years,0.0
5000.0,2016-04-12,debt_consolidation,,26.9%,795xx,TX,< 1 year,0.0
12000.0,2016-04-12,debt_consolidation,,10.69%,327xx,FL,< 1 year,0.0
2000.0,2016-04-12,other,,17.69%,462xx,IN,5 years,0.0
3000.0,2016-04-12,debt_consolidation,670.0,55.14%,810xx,CO,< 1 year,0.0
20000.0,2016-04-12,debt_consolidation,656.0,45.86%,454xx,OH,< 1 year,0.0
